accuracy,loss,val_accuracy,val_loss,learning_rate
0.5416666865348816,1.4137688875198364,0.1617647111415863,2.555695056915283,0.0010000000474974513
0.6111111044883728,0.9329809546470642,0.9411764740943909,0.22196519374847412,0.0010000000474974513
0.7222222089767456,0.4297122359275818,0.7941176295280457,0.38333120942115784,0.0010000000474974513
0.875,0.25749775767326355,0.529411792755127,1.0410583019256592,0.0010000000474974513
0.875,0.2839595675468445,0.8235294222831726,0.2966007888317108,0.0010000000474974513
0.9861111044883728,0.13218361139297485,0.9411764740943909,0.14960069954395294,0.0010000000474974513
0.9861111044883728,0.13417193293571472,0.8382353186607361,0.2557952404022217,0.0010000000474974513
0.9861111044883728,0.07806184142827988,0.8088235259056091,0.43426820635795593,0.0010000000474974513
0.9861111044883728,0.07218077778816223,0.8235294222831726,0.35119515657424927,0.0010000000474974513
0.9861111044883728,0.051936402916908264,0.8970588445663452,0.20799481868743896,0.0010000000474974513
1.0,0.0453280434012413,0.8823529481887817,0.2166571170091629,0.0010000000474974513
1.0,0.03639949858188629,0.8676470518112183,0.2727106809616089,0.0010000000474974513
1.0,0.028342362493276596,0.8235294222831726,0.33221936225891113,0.0010000000474974513
1.0,0.024959711357951164,0.8235294222831726,0.34287068247795105,0.00020000000949949026
1.0,0.027578558772802353,0.8235294222831726,0.33488231897354126,0.00020000000949949026
1.0,0.022751329466700554,0.8235294222831726,0.3132447302341461,0.00020000000949949026
1.0,0.022473935037851334,0.8382353186607361,0.29626283049583435,0.00020000000949949026
1.0,0.021550627425312996,0.8382353186607361,0.2956990897655487,0.00020000000949949026
1.0,0.020754404366016388,0.8382353186607361,0.2997606098651886,0.00020000000949949026
1.0,0.0256529338657856,0.8382353186607361,0.3024173676967621,0.00020000000949949026
1.0,0.018624775111675262,0.8382353186607361,0.30235570669174194,4.0000002627493814e-05
