accuracy,loss,val_accuracy,val_loss,learning_rate
0.5138888955116272,1.08525550365448,0.8656716346740723,0.2704610824584961,0.0010000000474974513
0.7777777910232544,0.3769882321357727,0.4776119291782379,0.9888212084770203,0.0010000000474974513
0.8611111044883728,0.32453298568725586,0.8805969953536987,0.21814778447151184,0.0010000000474974513
0.8194444179534912,0.2838582992553711,0.8805969953536987,0.21009425818920135,0.0010000000474974513
0.9722222089767456,0.11479893326759338,0.7910447716712952,0.4872240126132965,0.0010000000474974513
0.9583333134651184,0.14485131204128265,0.8656716346740723,0.22297173738479614,0.0010000000474974513
0.9722222089767456,0.08919540047645569,0.9253731369972229,0.16237202286720276,0.0010000000474974513
1.0,0.06411084532737732,0.89552241563797,0.20101936161518097,0.0010000000474974513
1.0,0.03691048175096512,0.89552241563797,0.31637588143348694,0.0010000000474974513
1.0,0.03492350876331329,0.9104477763175964,0.21932809054851532,0.0010000000474974513
1.0,0.01857607625424862,0.89552241563797,0.15706521272659302,0.0010000000474974513
1.0,0.018461676314473152,0.9104477763175964,0.15260179340839386,0.0010000000474974513
1.0,0.01450909860432148,0.89552241563797,0.17270037531852722,0.0010000000474974513
1.0,0.010426037944853306,0.9104477763175964,0.2307281792163849,0.0010000000474974513
1.0,0.009629296138882637,0.89552241563797,0.2678738534450531,0.0010000000474974513
1.0,0.009030074812471867,0.9104477763175964,0.24304093420505524,0.0010000000474974513
1.0,0.006886109244078398,0.9104477763175964,0.21343056857585907,0.0010000000474974513
1.0,0.0052413176745176315,0.89552241563797,0.19293133914470673,0.0010000000474974513
1.0,0.00523754395544529,0.89552241563797,0.18977968394756317,0.0010000000474974513
1.0,0.005164114758372307,0.89552241563797,0.19222266972064972,0.00020000000949949026
1.0,0.004870786797255278,0.89552241563797,0.19775691628456116,0.00020000000949949026
1.0,0.004536191932857037,0.89552241563797,0.20519918203353882,0.00020000000949949026
1.0,0.004133943468332291,0.89552241563797,0.21238024532794952,0.00020000000949949026
1.0,0.004224773030728102,0.89552241563797,0.2198697328567505,0.00020000000949949026
1.0,0.0040024383924901485,0.8805969953536987,0.22566531598567963,0.00020000000949949026
1.0,0.003965511452406645,0.8805969953536987,0.23080453276634216,0.00020000000949949026
1.0,0.0038401144556701183,0.8805969953536987,0.2315574288368225,4.0000002627493814e-05
