accuracy,loss,val_accuracy,val_loss,learning_rate
0.6527777910232544,0.652711808681488,0.8656716346740723,0.3685365617275238,0.0010000000474974513
0.7916666865348816,0.4000757038593292,0.9701492786407471,0.11222919821739197,0.0010000000474974513
0.9027777910232544,0.24231083691120148,0.8208954930305481,0.4456963539123535,0.0010000000474974513
0.9583333134651184,0.106658935546875,0.9701492786407471,0.08379439264535904,0.0010000000474974513
0.9722222089767456,0.08831313252449036,0.9402984976768494,0.10149557143449783,0.0010000000474974513
1.0,0.02948247455060482,0.9253731369972229,0.1782226860523224,0.0010000000474974513
0.9861111044883728,0.026087263599038124,0.9253731369972229,0.20304936170578003,0.0010000000474974513
0.9861111044883728,0.019742298871278763,0.9402984976768494,0.15617768466472626,0.0010000000474974513
1.0,0.010125060565769672,0.9402984976768494,0.11088694632053375,0.0010000000474974513
1.0,0.010290917009115219,0.9402984976768494,0.10365498065948486,0.0010000000474974513
1.0,0.010215837508440018,0.9552238583564758,0.12317587435245514,0.0010000000474974513
1.0,0.007106747943907976,0.9552238583564758,0.1286565661430359,0.00020000000949949026
1.0,0.005523191764950752,0.9552238583564758,0.13409118354320526,0.00020000000949949026
1.0,0.005261262878775597,0.9552238583564758,0.13779234886169434,0.00020000000949949026
1.0,0.005065419245511293,0.9552238583564758,0.14170289039611816,0.00020000000949949026
1.0,0.004901176318526268,0.9552238583564758,0.1426355540752411,0.00020000000949949026
1.0,0.004743902012705803,0.9552238583564758,0.14362728595733643,0.00020000000949949026
1.0,0.004672955721616745,0.9552238583564758,0.14430579543113708,0.00020000000949949026
1.0,0.004512857645750046,0.9552238583564758,0.14440996944904327,4.0000002627493814e-05
