accuracy,loss,val_accuracy,val_loss,learning_rate
0.4444444477558136,2.9231467247009277,0.2537313401699066,0.9420731067657471,0.0010000000474974513
0.5555555820465088,1.081919550895691,0.13432836532592773,1.9355496168136597,0.0010000000474974513
0.5416666865348816,0.8564935326576233,0.8805969953536987,0.3918253481388092,0.0010000000474974513
0.7083333134651184,0.5452835559844971,0.8656716346740723,0.31094735860824585,0.0010000000474974513
0.6805555820465088,0.4877300262451172,0.8507462739944458,0.5042687058448792,0.0010000000474974513
0.8333333134651184,0.3877258598804474,0.7761194109916687,0.5538111925125122,0.0010000000474974513
0.9166666865348816,0.2981198728084564,0.9104477763175964,0.27512967586517334,0.0010000000474974513
0.9722222089767456,0.23814447224140167,0.9402984976768494,0.24554847180843353,0.0010000000474974513
0.9722222089767456,0.19146178662776947,0.9104477763175964,0.3042127788066864,0.0010000000474974513
0.9583333134651184,0.16263121366500854,0.9104477763175964,0.27491605281829834,0.0010000000474974513
0.9722222089767456,0.13444986939430237,0.9402984976768494,0.20084534585475922,0.0010000000474974513
1.0,0.10626815259456635,0.9402984976768494,0.19890102744102478,0.0010000000474974513
1.0,0.0838666707277298,0.9253731369972229,0.22519855201244354,0.0010000000474974513
1.0,0.06608030945062637,0.9253731369972229,0.22253963351249695,0.0010000000474974513
0.9861111044883728,0.06169284135103226,0.9402984976768494,0.19396014511585236,0.0010000000474974513
1.0,0.0501769557595253,0.9402984976768494,0.18518568575382233,0.0010000000474974513
1.0,0.045783646404743195,0.9402984976768494,0.18681499361991882,0.0010000000474974513
1.0,0.034588541835546494,0.9402984976768494,0.1800568401813507,0.0010000000474974513
1.0,0.029003987088799477,0.9402984976768494,0.18324875831604004,0.0010000000474974513
1.0,0.02291685715317726,0.9104477763175964,0.20116764307022095,0.0010000000474974513
1.0,0.021515706554055214,0.9253731369972229,0.219135120511055,0.0010000000474974513
1.0,0.0229046493768692,0.9253731369972229,0.21010717749595642,0.0010000000474974513
1.0,0.016141822561621666,0.9402984976768494,0.18848752975463867,0.0010000000474974513
1.0,0.013308475725352764,0.9402984976768494,0.18268154561519623,0.0010000000474974513
1.0,0.012563826516270638,0.9402984976768494,0.18649007380008698,0.0010000000474974513
1.0,0.010503466241061687,0.9402984976768494,0.18805207312107086,0.00020000000949949026
1.0,0.010746574029326439,0.9402984976768494,0.18995025753974915,0.00020000000949949026
1.0,0.009966532699763775,0.9253731369972229,0.19236746430397034,0.00020000000949949026
1.0,0.010254545137286186,0.9253731369972229,0.19418548047542572,0.00020000000949949026
1.0,0.010312958620488644,0.9253731369972229,0.1943715661764145,0.00020000000949949026
1.0,0.01034522894769907,0.9104477763175964,0.1952812820672989,0.00020000000949949026
1.0,0.009969004429876804,0.9104477763175964,0.1971370428800583,0.00020000000949949026
1.0,0.009428797289729118,0.9104477763175964,0.19727151095867157,4.0000002627493814e-05
